Cluster,X,Y
5,-7.375293971847382,2.0576420920534524
3,-6.956782432842635,7.801105408228408
1,-2.3934923097765344,-7.126989782467562
0,6.904106584668704,-2.5649161807313634
3,-5.000589818481937,7.127972070199879
7,-9.786296042000629,-4.9218722375673725
5,-6.13729302926565,3.207872299536714
2,2.167655466326198,5.811665246598428
3,-5.081772115541964,6.801000113685908
3,-5.90617072633837,7.784678918514506
0,7.434224665893828,-1.1127785806128263
2,3.5884829740034005,5.569012502377375
0,7.218254386313365,-2.3419445419859204
5,-7.12533923727259,0.9242130454602189
1,-2.1434088630234407,-7.152637374171464
5,-5.2015286840578305,3.045334053410312
0,7.930444805263285,-1.4164373032492674
4,-3.2882435851507097,-5.909913519233416
6,-10.719228261409826,-5.444652352044346
4,-2.0301690703116084,-6.669739879114128
2,1.3188615463698792,5.859942982865231
2,5.7536929685944544,6.481436968690445
3,-5.139189147113967,6.32248150895127
5,-5.619022083721613,4.293503586938645
3,-6.458221540213657,7.202092574318531
2,4.693046450738144,4.901074357485516
6,-9.872361551165303,-5.3111037103340815
7,-9.483931234791491,-4.023058735668963
0,6.867663517119174,-3.384884933481728
5,-7.136433160206055,2.6288051379704873
2,2.9847920970869346,4.4632204304184135
4,-2.3245851379213494,-5.305632639618612
5,-6.21078840174962,2.6427897295228417
1,-2.1182467196873493,-7.319654166108343
3,-6.042882580652038,4.750012445147833
1,-3.282651780864167,-7.198583687891131
2,1.4642177777044392,6.8390462318423415
5,-6.358543847952801,3.2748573285807017
3,-5.530507694147616,7.837710748185131
3,-3.965683638883891,6.4589522631062195
3,-6.193955705135062,6.003598156719562
4,-0.13575200698576229,-8.005524955147513
6,-9.84369373157155,-6.38122869321716
5,-6.715515602727625,0.432500342648048
2,0.17648000654617824,6.953099978949133
0,6.765267465420601,-2.364159917873617
3,-5.652438149451954,6.4619767334508404
5,-6.8200172396415875,2.541681222235438
2,4.212405129135263,5.481261627294815
5,-7.637972920866798,0.6703945340665995
5,-6.286365606396322,0.1055100681841632
6,-10.636599135332684,-4.806335185498796
0,7.713520536279883,-2.300284166029228
2,0.1575176441067162,6.060985467039809
1,-1.8589790918377203,-7.176518264757933
2,0.6561399159588504,5.968955442223482
1,-1.9746734501917909,-7.671305029999066
7,-9.967262517804448,-4.750296032320732
2,5.217532142683909,4.675573074647906
0,7.322236481215182,-2.5082896085069013
2,4.398125681817506,6.390982381133256
5,-6.384761778110681,-0.2996603552210624
3,-6.217217806039017,4.931890801850838
0,6.876253231852336,-2.204098928190205
2,5.019531602607458,6.543256766140884
5,-7.000300074389261,3.953391782301446
5,-6.4809320997106985,1.1247374291119696
1,-2.8768131988477323,-8.064227183825198
2,1.981404349570758,5.693488034439226
5,-7.117588835991118,1.6604734737951223
5,-7.830262886396399,1.3901619549919304
0,7.850537779710413,-2.4053141383761267
0,7.369578725716942,-2.114012750956828
5,-4.364741246553135,2.486466565645817
2,4.652240227483387,3.9879766530710423
5,-5.253689652089326,2.142889385097612
0,7.8671036609339495,-2.57563292197547
2,1.0326651827876758,5.551284261255563
7,-9.298668441376533,-5.195342535000239
5,-7.5382608329793825,0.2500372710453228
3,-6.200460332809193,8.833367185637414
0,7.654063531563588,-3.9145666791211395
6,-10.509020761895709,-4.782271174429891
6,-9.611192972902959,-5.416104387609325
0,6.830705710050861,-2.4112218235564105
5,-7.9718538262815875,1.1933876563913448
6,-9.547368982058199,-5.753396673873653
5,-6.3343488826882135,-0.5491827631644843
1,-2.6002658717516587,-6.9030464200162145
3,-6.297118534470714,6.341013045598311
7,-9.588002608253184,-4.717339855775925
7,-9.516532718661525,-4.937039746632401
2,4.823497273225349,3.955410207447861
5,-6.9058485035942345,2.3380966047208798
1,-2.9589149214873256,-7.763739581890208
1,-2.7863935438021064,-7.234423380287816
0,8.407983390735026,-3.120107486548429
3,-5.523401007464123,6.965408866458429
4,-1.3965764987883,-5.702210528747057
3,-5.125110096248377,7.505216296720577
3,-3.274587979064007,7.892177877095106
0,8.062342315553527,-2.8322857248708093
6,-9.887633056000265,-5.143795501241596
5,-5.991183022782604,3.8409552004477328
2,1.5910624065399142,7.93710790243537
2,0.556770499343206,6.3905091197918615
2,1.757094661719686,5.836497649943967
6,-11.205382272058133,-5.491494296354606
2,1.0534224696536951,5.507906136751879
5,-6.29738504942602,3.1046187795273688
7,-9.22502155291533,-4.745592246854669
3,-6.212458330564864,7.188909888449683
2,1.8234153364162136,5.116035222537141
6,-10.091313823754293,-4.826610663752296
1,-2.3203899916135544,-7.449586051102567
5,-7.475747904818132,1.4378744655351967
1,-2.7486855831126658,-6.652750587645011
1,-0.5764492191894879,-8.070877598708282
5,-8.672042252868916,1.1549750024712007
2,5.627878228580619,5.484736521619289
0,7.103915951645698,-2.6976122885568405
2,4.444478628998348,5.445219533049397
2,4.77178607305706,4.348697973111861
0,8.884157767473413,-3.0870123060003234
3,-5.7173707622375005,8.021246139152389
0,5.92314421895221,-1.609998041606013
5,-7.523710626803763,0.5367790243769835
5,-7.452551553718642,0.40004070359552757
5,-7.863526635524463,-0.03054713084274463
2,4.98881260141187,5.63278644500592
3,-4.047997655376681,7.048354254745605
2,5.49523733042096,4.600357657715839
6,-11.447512612103337,-4.859584203209789
3,-5.628327405256139,7.832440405290644
4,-1.010920736789548,-7.55781267262273
2,4.10736565789132,4.45505673745472
5,-7.502276226045291,0.7739583111021672
5,-7.946932609284471,3.058814605840087
2,6.526602537685445,4.465204608538771
2,5.895772071659792,6.12074575791874
0,7.232192291950306,-3.0497597300304453
5,-5.825608397811746,3.6729110813403394
0,8.715706211875942,-1.7093405020306294
6,-9.451892211981221,-5.629614501092603
3,-5.262972602826595,4.358766274207114
5,-5.424476576729561,2.216028472406874
1,-1.8908233574236588,-7.154293814415365
0,6.496952551907754,-3.310222725585377
2,1.3042136078764455,6.629651991229711
6,-9.737193196622082,-5.124691423720852
3,-5.610663301644252,7.920752369836933
5,-7.0177956614652315,0.43712569961901193
5,-5.222444442129795,3.6190057511850777
1,-2.9475511981939833,-7.563684001638496
1,-2.4683183298341707,-8.220815009031032
3,-5.793903360975754,7.121367464228257
3,-4.644018691804781,6.724774993047447
6,-10.457054937800367,-5.381818594847045
0,7.307533961895708,-2.694374385019166
4,-0.7601616639241155,-6.756251060732879
3,-5.647894337870567,7.491640175007061
0,9.111172177949085,-2.4220372241489474
7,-9.172420322813961,-4.415159479187445
3,-5.410416042252501,8.206617443212906
6,-10.699575989011127,-5.446172350060161
5,-6.523267895351985,2.2212145168406447
5,-8.649765855220352,1.3441359358939517
5,-7.814164830858338,0.7604752011614608
2,2.3840632877333503,6.518522989648716
3,-5.406668411896376,4.532943570399233
4,-2.5126633128996776,-5.648080380872071
5,-7.973006031117558,-0.28809877382152704
5,-6.294384508689302,1.6850593110996621
5,-5.653446357634261,2.561710142982217
3,-5.828200033323677,4.910840887718609
1,-3.0387616439760774,-7.045898647406424
2,5.218722146267749,5.948168754207283
2,0.7669266674029769,6.056159994559763
0,7.953174995542103,-3.7396287284387606
5,-6.759373090044493,0.4687340410080117
2,1.0550118227209113,6.940251702228399
2,5.480568086549919,4.452395409636864
5,-5.968260271972308,3.2185682948386445
5,-4.652069346911767,3.3029898130407465
5,-8.570584462449911,0.9663181201541511
2,5.8715676016194625,6.243542851896693
0,5.4489715104782075,-3.2589792954800245
2,1.3174695273183474,5.3828706911266435
5,-6.482355702681277,1.1404742811408384
2,1.3736213681757887,6.476065347170377
0,7.056699198497422,-1.7206584372565024
5,-5.526357144897396,3.5316333524082353
0,6.117004758257307,-2.894741435840471
5,-7.200238881202694,1.0592673562976151
4,-1.8150908804020287,-6.548340318967932
2,0.3944246836002616,6.187654301510186
5,-5.955243073656786,3.986444147567532
2,0.7832595170217136,5.828285015009941
2,4.504327095698282,5.70070745630503
5,-7.016267786638087,1.0958507886982933
2,5.499047959607431,5.363182039312286
2,1.3567801237974308,5.996631278778905
1,-1.1942746639471196,-7.88722610351933
2,-0.29358544157969546,4.987242721920358
0,8.080094656246581,-2.1225273109488283
1,-1.0520859123522615,-8.66591471656691
5,-5.524538249303077,3.053679011120303
2,5.750544540524345,5.830877456882806
3,-4.159893907376382,8.03398914261167
2,4.423468015467393,4.79895113980823
0,7.257214125521653,-1.6255434722614353
6,-9.856414581425604,-5.1780658773834
5,-4.9520882154725,3.1461390594812375
2,1.1017393611210762,8.286682117052832
2,1.1365914816626859,5.986185749035252
5,-5.235551375572494,1.908888971271035
5,-6.390075575582368,3.449387153292273
2,1.8132648473948598,6.2554553590106226
2,4.842467249016648,4.693011452889385
7,-8.875108717852498,-3.949834481073114
2,4.7160531497429306,5.746626187035527
2,3.7320380359461804,4.405559971004697
0,6.049059321053535,-1.2923506875778097
0,7.507940690663525,-3.076718939288873
1,-1.4363249755912566,-7.5410058209427495
1,-2.739090482745149,-6.742184128330721
3,-5.503083254316448,8.16576957113394
5,-5.209615202987651,3.1903462487634897
2,4.934216568782384,5.103397434038445
2,0.9191041013849902,6.97487914932656
2,3.954122755714994,4.702964088641444
2,1.3822484751618418,5.970531317185217
2,1.8625411784633343,7.002921218521322
5,-5.5029121607096485,2.533119534377137
4,-1.4539999650803725,-7.107340805433755
4,-2.21124866561076,-6.77536165835704
0,7.1277839050100615,-1.8091651134960238
0,8.314715351392604,-3.2083817415836595
2,3.763834499505035,5.168939210605241
1,-2.1292276733478275,-7.2418622893089974
6,-10.348219799188438,-5.62711864563698
5,-6.341121955469193,1.8802269361467714
2,5.61625451835425,4.305037222943873
0,8.86763313955225,-2.239099522074662
1,-2.7129134863599607,-6.91913089185887
1,-2.3538811866114355,-7.135030075518066
3,-5.890902530339077,8.18638595726758
0,6.809887069939885,-3.1124670778852446
0,6.980590715488396,-1.2321687738081992
0,7.3925519124708705,-2.0695834599784733
5,-6.448348832751827,2.8986601592468864
3,-5.594160848871264,7.261079193883767
5,-6.653411315360644,1.4399080652591592
0,8.29857242596083,-2.4690921379407973
2,5.1322510126405065,5.447786063840576
5,-4.942653696678779,3.079463311464179
4,-2.084281801914114,-6.1946103945139335
3,-4.66151970315922,7.424977300954881
3,-5.214373723757134,5.522496407941986
0,8.24143510625042,-3.1672476540233196
4,-1.7563018598984488,-6.9640340639018286
6,-10.584072193083177,-5.211266579138786
2,1.0317700466657,7.592213803517772
6,-10.626840658974968,-5.124537629102675
2,3.426319474769197,4.11531192428719
1,-2.3250376202697898,-7.375947725255902
7,-9.553495648569982,-4.990902692728164
2,0.7712142162225681,7.3370967893177115
5,-7.6571285927113175,0.14609843552960422
3,-3.014697384822395,6.972351864503948
6,-10.81919640551443,-5.931614468743147
5,-6.597571770489425,2.955297868891021
2,3.6726485829107163,4.683370129393481
1,-2.572239546253661,-8.037108172895493
2,1.5638632211710726,3.9245395089622335
5,-5.83593132002327,3.763779182236941
3,-5.251453009895985,6.897201957564407
2,1.3841883207382435,5.609684883641706
2,5.449759100078822,5.01330791613048
5,-6.025801923856295,3.294605096210485
5,-6.660143718270293,4.555772850324425
2,4.562125374626111,4.530455596859533
5,-7.400915387010289,-0.5068256047759006
2,0.7943630299063794,6.001102896280976
0,6.989505748784937,-2.773152500865154
5,-8.28432080796283,1.7019151732446538
4,-0.7434661297624512,-6.247665076388179
0,7.287429775423168,-2.3728964690366925
2,6.400346401689877,4.90838250749312
6,-10.518260741595164,-5.511939757247387
2,4.977002080080493,5.58721697163718
5,-7.879450960596893,1.2400746788314294
2,5.502775527726136,5.0185221216134925
0,6.675831860022091,-2.5515397988127346
3,-5.428603750449275,7.700480183460049
2,2.3720693591760758,6.880418822012599
2,3.6601832890906,4.634346513065529
3,-5.885626943140751,6.438420791613471
5,-7.10546586352834,0.494983750323877
4,-1.54882312463987,-6.390318372531847
5,-7.787261545347687,3.2880975765006637
2,0.11681227740201905,5.951220139029257
2,-0.11756465828214324,7.604875543545953
6,-10.596276123738495,-6.264753263948641
5,-5.324891079386353,0.929245000018998
4,-0.6968969663969566,-7.845225612285141
3,-4.3172273669763275,8.597854959944474
5,-7.797179663491912,1.0641887794149203
2,1.9742215548091644,5.43932657841499
6,-9.416485890336826,-5.748839060399722
5,-8.362259127303563,1.4284784065209837
3,-5.130914088112507,6.739895554582239
1,-2.368401878818021,-7.0626136065395215
5,-6.599354701002429,0.8224264269654675
0,7.194764229812973,-2.1297316801468584
1,-3.479525070364165,-6.741791956021894
4,-0.6858730992599646,-5.987897585591136
2,2.034760422693182,7.090852953897825
4,-0.6670400431749124,-6.098776845326238
5,-7.69630287332115,0.8431918707470489
2,5.012286208392913,5.1804648721888995
2,-0.5232494948164339,6.411879016965446
3,-5.660192057488173,7.399917992900812
3,-5.012305235822613,5.151123202287717
6,-11.345139112070425,-5.891987932066252
0,6.917443010559226,-3.1289697810750137
5,-6.783787653219523,1.8851699075247885
5,-6.059562678714237,3.0429735549168617
2,1.6152876881038112,6.617517612694157
4,-2.714039508179275,-6.3542164516710695
2,5.055866072151051,4.308246056541972
6,-10.592721774958694,-5.745035223456677
3,-5.862113420445544,7.07887059723305
2,3.6415581506199493,6.443791493781791
1,-3.3282171370160007,-6.664296940505804
5,-6.869494996102584,1.3213245341490494
7,-8.768215354435814,-5.370607801223531
6,-10.665825633669058,-4.8883590072978595
2,2.2299113479874784,6.444741932147927
2,4.549355154384273,6.213311004396534
2,3.888986142108083,4.949612935678563
3,-6.2615701367045835,6.674362802209608
4,-1.9153760834053835,-6.873188136428527
2,4.907377181232739,6.26015115509995
4,-1.5017828342846298,-6.658811723249511
5,-5.874261935349238,-0.3341802638328679
4,-1.9161071761986437,-6.435648088323193
4,-0.5538880815165568,-6.528836871737562
0,6.767286500524271,-2.7854225906740413
5,-6.61623259838597,1.8217764578762674
0,7.178401079958319,-2.5228550827770153
3,-4.990135458945047,6.7103686457989475
2,-0.35804012438038413,7.290780693182056
5,-6.240544966133494,3.908252645872948
0,7.030426278051113,-3.4955422422058042
4,-2.749292378693695,-6.360861868115576
7,-9.316804081403562,-4.742503266972755
5,-8.819015258321958,2.0045056956661167
5,-7.974538919766776,0.823024374938379
7,-8.871050456773212,-5.4671581993907665
3,-5.751802945223897,7.962318923698499
3,-6.398511187688163,7.164771473551998
3,-5.732012934598142,5.9977851194014455
2,4.588881105094865,5.198702429983805
5,-6.856383191192398,0.3842843366740257
5,-6.126263826005539,2.6341251815491376
3,-5.675383005849608,7.870161160839355
6,-10.424543006452033,-6.233985562081236
3,-4.878993731140799,4.329268468602092
6,-9.518604670542507,-5.496077130710448
3,-4.928882374100787,8.420443975209174
0,8.719591660606724,-1.9056618619215269
3,-3.9901885236964576,7.635778743681073
7,-9.973659572405444,-4.741365624898535
5,-7.353687640712319,0.19912774229020713
2,1.063600868491037,5.902187763577355
1,-3.8524686368342778,-7.394162247040425
4,-1.0303609653059347,-7.3796952811401315
2,1.7279697098187752,7.613879481484339
2,4.15207130412316,4.259150143122355
6,-9.801885496044513,-5.80333170716645
2,5.691110717736808,5.170611916164194
4,-2.65010578069591,-5.876516478770385
5,-5.775150107029912,2.027574239464334
5,-4.488047230223579,4.037581299542341
0,8.525831420225474,-1.7275571788503328
0,8.849416368721412,-3.5544889591974442
0,5.960282112421481,-3.4733099318528042
2,1.3599056032191776,6.050038924067918
3,-5.1881065698909445,6.2358270676555865
5,-6.800182389052827,2.9163946274834855
3,-5.761158730657744,4.5005983393736155
6,-9.997943963581882,-5.681416997953871
5,-7.178799389065373,2.1824154590969282
1,-1.79560079438486,-9.235186144122585
3,-5.2658034570942265,4.765111234710986
5,-6.954447008393241,2.7932241921576972
2,4.901572624343136,4.539501904053636
4,-2.0645241649898662,-6.988674598890517
4,-0.6199108119436021,-6.931413221727624
5,-6.202839957694409,0.21509346810582042
2,0.5573228184968476,7.1817785569346615
0,7.4421795892369325,-3.3677027816434872
7,-9.47934491701652,-4.5962066145944664
5,-6.973176484671089,1.6505023602200366
5,-5.687232493264423,2.1351798143050056
2,5.474031967601686,7.007503085011805
5,-8.291609613241816,2.6778839585363294
2,5.530534464119931,4.914483658646693
5,-7.014678055105852,2.873081692169426
0,7.078877346099353,-1.1121706042639221
5,-8.332296158134753,3.689458095464719
2,4.850887701041119,5.248058508550589
2,6.035396897458331,5.405342101707268
0,6.376824863379533,-3.9176339760772922
2,1.4905223493995903,5.620602431723829
5,-7.679845554823644,1.0183268967414534
2,5.506705732937737,5.374998514273728
6,-11.538804071348697,-4.508286588539738
0,7.519490247508793,-1.0551403624739693
0,8.323584023493126,-1.9253180164705883
1,-2.330361329255732,-6.989357109616146
6,-10.70167298269319,-4.567129130316976
3,-5.416828856186498,6.720898753991929
7,-8.98508936099109,-5.361458229485939
4,0.4204971874531034,-6.4237961978906375
3,-4.620830619113981,9.192392400754139
6,-10.342262281482865,-5.697806526997425
0,8.175599548424609,-2.9480639734498197
6,-11.479417720681521,-5.122151714348751
6,-9.60190301864295,-5.4756463647216975
2,2.210709975467918,6.476427412575998
3,-4.057231893311152,6.700871665388888
4,-2.6398345670561367,-6.408816111020773
7,-10.616043235121602,-4.112843550736814
5,-6.399615581551612,3.4614553061118656
3,-4.769511702316761,6.683395071189731
5,-7.137138245767587,0.49243094267426374
2,4.364018901497222,6.134665593329624
2,4.14524294855782,6.895458065889003
3,-5.167402088387785,4.300648635762617
0,7.071161520812752,-2.9390823180600356
1,-1.7090564756080902,-7.7795842026299535
3,-4.570746835088131,6.927471734879732
2,2.2809609787043126,6.972497193948786
1,-2.3158329163748674,-6.9913066269185205
5,-6.130500026064408,2.9440846985202054
3,-5.48570656133838,7.555410893504673
3,-5.406739326585603,7.3417744665380615
5,-6.406503675191648,1.092211365728953
0,8.170389362519265,-2.7295089476487933
0,6.145104856472015,-1.3007277906186858
2,5.675038419023696,5.458281186247355
7,-9.161040654190705,-5.125079417424412
5,-6.7599380303571595,2.610323710576112
3,-5.9099840188140265,7.957314160350869
1,-1.7932656909228963,-7.447168488057174
7,-9.26500736907639,-4.463359483565832
3,-5.087118276065093,4.350172111173226
5,-6.191284111106475,2.313134096459722
0,6.368246764722752,-3.2098711089094643
3,-3.9647000989888017,8.13870094129318
5,-6.12573750686097,-0.5470725843185393
2,2.2625689706058125,6.7826875168359715
4,-1.454146095585385,-7.062663266888935
6,-10.49440359037662,-5.241012424398577
5,-7.784427558893439,0.6663103825010522
3,-5.3814178174243485,8.962368513461332
2,4.714141840642896,6.146244127072308
2,0.21834782006707765,5.040017931232607
2,4.813043188608304,4.092861940348997
0,7.2533284254872346,-1.603568926265776
4,-1.845485722258881,-6.87771993549158
5,-6.939879402627514,0.5488080386580184
5,-6.985441707242883,0.33567868764772424
3,-4.345219544473487,7.584703180636825
5,-6.55298756798498,4.166830865150351
6,-10.812113393267504,-5.904408707156247
3,-4.658100376898174,7.75293138496844
3,-6.516013649178376,5.523607077583861
0,7.5247324508031905,-2.4724547693523493
1,-2.9844664711824986,-9.13340297991174
4,-0.25446299772140146,-7.142942334591129
3,-5.876515644206081,8.87913486653708
2,4.863727341683888,3.9619096537160865
5,-8.987394432476039,1.6157820012724735
3,-4.586655882857274,7.3780843976439705
5,-5.098404960963956,0.5093277865236199
0,8.927021752416788,-3.228083775824028
0,7.097659153882008,-3.2206583640304123
0,7.428138397392901,-1.9357265812377653
2,2.7788359365399025,5.6050212287657875
0,7.271693876694684,-3.0940261931063975
2,3.5126499397088455,5.720469786949278
4,-3.072470467344868,-6.118872162342281
6,-9.992744165871366,-5.317821056390374
5,-7.3697911502613165,1.3932326449573786
2,3.299409558980077,5.480212569834458
0,7.143272821154514,-2.4821222745063896
2,1.1973370761179791,7.243999729383124
3,-5.3210737998983815,4.3801772351695005
6,-10.334259967174766,-5.316482344547323
4,-1.6413798354314935,-6.11085038184487
0,8.441172197909008,-1.2861141377246414
2,4.017466715413989,5.229106051953063
4,-0.17238512340109957,-7.84576965106767
5,-4.7135108883175985,1.9941229134633867
7,-8.337924094458906,-4.666207131287195
2,3.544475174746329,6.420376551618638
5,-5.362945436512135,2.9263346973646223
0,6.8679608753018275,-1.5977002556598534
4,-3.6397371749190643,-5.7333911798176205
6,-10.465416582831551,-5.622917547512176
2,4.445824470212327,4.978477268363447
2,6.031759524268749,5.279838798276639
2,1.0145565681464555,6.807868480456555
6,-9.995078558282302,-6.096049795452706
0,5.64526246689359,-2.169793123711652
5,-7.460573208447205,0.4325534538670335
5,-7.012508351972448,-0.7183603026250682
0,5.763571118406171,-3.8830760874707337
2,4.755888163047086,5.064692325700577
3,-6.111868122552624,7.719989578184852
2,0.6806455985727411,6.97516806556221
5,-5.080078428369891,1.9768362439711455
5,-7.79134163784299,0.13138962689505185
3,-4.671749482396745,7.265697410829122
5,-7.6381491291165,0.6283657803317173
3,-3.291208317774729,7.606297672321194
2,2.7800043899443594,5.409035389041282
2,5.292650592491496,5.397282186571565
2,2.1563066364159353,5.9541677950147545
1,-0.6413184000607635,-8.375965447910746
7,-8.21326281598084,-4.519501523166112
3,-6.432098241685052,7.409606282606548
6,-10.747334181883717,-5.461666900957415
5,-7.337529711129487,0.74651328350791
3,-5.815875816472999,7.220456515431761
4,-2.4687303530456726,-6.5882139479382635
5,-5.2918516187270335,3.9758312838268433
7,-8.687632851937295,-4.8250860933499915
5,-6.771891584569883,0.24746101072819304
5,-8.139016734886722,0.37203632602983455
5,-8.502829612925199,0.5083274725698788
5,-6.083011554514124,2.7551281750474175
5,-5.044825514452894,3.898038674268746
2,0.9533527985045099,7.1148108313460465
4,-0.6397596564032404,-6.501498206728813
2,5.04047516770941,6.1224570491412535
6,-10.71188181073234,-5.575478710738501
2,2.2354387695426414,5.358109373495735
2,0.38142366152040785,6.59826028295605
7,-10.83923817049538,-2.7424888651244923
0,7.583546839101011,-2.47218683284852
2,1.0595673705109938,6.926162323560073
2,1.280944047908628,7.465220313886607
2,1.257199847072832,6.998367012853034
5,-6.96200156011438,1.3088226435740131
0,7.706580448166514,-2.502130335112959
4,-1.1216394755030195,-6.656764403421267
7,-9.118972714877719,-4.971061540050819
2,1.4974376788448738,7.080199341098234
5,-7.997733816495662,0.2459287289651103
5,-7.301662248130702,-1.0766198817478863
0,7.1150166238722425,-2.263270027560134
0,7.581438278608707,-2.1296525244394084
5,-5.620351697840686,1.937026697657079
5,-5.601856088337197,3.3919805984730727
5,-7.366298596635981,1.4291394022031785
7,-9.2119880284684,-5.1524112433803175
4,-0.8901481467353378,-6.223411074414936
2,1.1293692945242135,5.843620570509489
7,-9.47266777376276,-4.155779472934581
2,0.3085218185077703,7.603099407628595
2,6.205875970591973,5.337412789899376
5,-8.078500538652357,1.4183760955617228
4,-1.9401356497386777,-6.0647962841792795
3,-5.866657568330898,8.355168343953371
4,-1.8988170615942495,-5.200325199378396
2,4.821530931956864,4.364598811319198
2,2.0626770496232876,7.622511708543662
2,4.840483806674876,4.17688640316743
5,-6.512486797376843,0.7186140347347579
5,-8.006671556071547,0.23720382116776106
5,-7.805717809755258,1.0091705006728415
2,4.266875292255,4.615136660721411
0,7.493238226699114,-2.0932850916123544
1,-2.5571767977810684,-7.276819144053768
0,7.628143878883127,-3.6180567351444655
5,-6.438573656757892,2.997310401329902
2,2.121614938886257,6.843490643285287
5,-7.004204553668804,1.774590963039313
0,6.598396335072555,-1.640020001123684
6,-10.689408549476369,-6.113240584462752
1,-2.2226327477347785,-7.749420981620666
0,7.424390085615748,-1.659080078536618
6,-11.341952464258458,-5.093372542926896
4,-1.1123974072244966,-5.814011242536975
3,-5.741188854538054,5.792846746872238
2,3.8188817534920534,4.718243882169197
7,-8.713893757606535,-4.7974668914126655
2,4.702100751472258,6.144279399479993
1,-2.94483105950683,-7.112135996615813
7,-8.968211730391412,-5.009630388875274
4,-2.2992151164038326,-6.508356638348965
3,-6.314837522503669,7.655706976348631
5,-5.709091038958373,-0.10786441385152001
3,-5.775085073217167,7.074073858096093
5,-8.274364127475357,0.7940863893910683
3,-5.343185408830812,6.863091086629199
7,-9.952457927444954,-4.858489921655508
4,-1.976860105114832,-5.685447943625073
4,-1.3310175734546608,-6.150117410051081
6,-9.815181366185493,-6.708776987156299
5,-6.825902403352542,3.2425881569443114
0,6.782855373549781,-2.4586522812941176
4,-1.7021562901383664,-6.83825608231335
5,-5.462012823497486,4.288772998851912
2,4.736263973549264,6.332413023124636
5,-6.833561788551105,0.28740892596795176
5,-7.23255063248512,3.4696941897228792
2,4.938925730188305,5.375975145427656
2,1.573840180654663,5.824269957760049
1,-1.7164045779611192,-9.119517224716297
3,-6.563960140692296,6.30009264710139
5,-6.590181819895127,2.6852511112780286
5,-6.4322310316714635,3.2063950165236865
2,3.533039710240276,5.561815267551895
4,-2.079614903082808,-6.094615230460761
5,-8.353245178199177,-0.2891563287479142
1,-2.5664502216263303,-7.095428919833741
5,-6.256382676167526,4.458278008757599
2,0.7257691247086585,6.023451734306837
5,-7.200497061695375,1.1524831706044036
7,-10.254929600919496,-3.592208545307452
1,-0.9476609884968061,-7.904549950325388
2,0.8841875099666789,5.62407003921176
0,7.441087680128949,-1.8754216771381267
2,0.5303729710229904,5.584333022146339
5,-8.195087431590773,0.5988651745717942
2,4.490211309410238,5.077164169622124
2,0.7835285353591479,7.3515848696228705
5,-7.086650590820581,4.085476646741713
3,-5.774057516219308,7.409454029791673
4,-3.3192259796048407,-5.156052799604867
5,-5.888463122681148,3.4204788435841906
2,0.8194456314916135,4.594722588563275
1,-2.957306870614707,-7.032091920593256
0,7.867481477060503,-3.5768129648895464
2,4.617108210417139,5.399494636813862
0,6.795235800454172,-3.729395475205948
0,8.414933912630802,-2.164846324297153
1,-3.011921924503965,-8.73116300355808
2,2.9300813117507305,4.460968802658684
3,-5.245809467248208,7.633432166211482
1,-2.2572125727973047,-6.957519352063477
5,-7.066028083983926,4.029841584971042
0,8.23734961742907,-2.0875081808186957
5,-5.710408340270713,2.4348363181253982
2,1.0035192754551139,6.85507182878723
